Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,STOCHk_14_3_3,STOCHd_14_3_3,RSI_14,CMO_14,CCI_14_0.015,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,EMA_10,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,ADX_14,DMP_14,DMN_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,FWMA_10,WILLR_14,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,OBV,AD
2005-09-27 00:00:00-04:00,19.84470557770398,20.174665424454105,18.006360942615846,18.194908142089844,961200,0.0,0.0,,,,,,,,,,,,,,,0.02,0,,,,,,,,,,,,,,,25.97252082824707,961200.0,-794035.6836851963
2005-09-28 00:00:00-04:00,18.19490998147358,19.35448337717123,18.10063727127449,19.326200485229492,5747900,0.0,0.0,,,,,,,,,,,,,16.809999465942383,,0.02,0,,,,,,,,,,,,,,,26.274206161499023,6709100.0,4694554.607049239
2005-09-29 00:00:00-04:00,19.231926336270863,19.4016200948189,18.949104604115284,19.052804946899414,1078200,0.0,0.0,,,,,,,,,,,,,16.877292785112616,,0.02,0,,,,,,,,,,,,,,,27.150951385498047,5630900.0,4110524.2515667975
2005-09-30 00:00:00-04:00,19.099941239576847,19.844706020676266,19.024521998476445,19.806997299194336,3123300,0.0,0.0,,,,,,,,,,,,,16.943240237899445,,0.02,0,,,,,,,,,,,,,,,27.273509979248047,8754200.0,6946631.020251142
2005-10-03 00:00:00-04:00,19.703291067630214,20.50462146138036,19.703291067630214,20.268936157226562,1057900,0.0,0.0,,,,,,,,,,,,,17.00786874163054,,0.04,0,,,,17.923011670934436,19.32996940612793,20.736927141321424,14.557268101494918,0.8336869074356026,,,,,,,27.74488067626953,9812100.0,7382237.1818820415
2005-10-04 00:00:00-04:00,20.21237635238179,21.211681744418378,20.21237635238179,20.891149520874023,1768800,0.0,0.0,,,,,,,,,,,,,17.14773885042053,,0.06,0,,,,18.551829857802186,19.869217681884766,21.186605505967346,13.260590780921119,0.8878629437390327,,,,,,,29.5078067779541,11580900.0,8016334.214154043
2005-10-05 00:00:00-04:00,20.83458521146498,21.032560041521712,20.504625363233913,20.92885971069336,904300,0.0,0.0,,,,,,,,,,,,,17.391575424060402,,0.06,0,,,,18.780165593027483,20.18974952697754,21.599333460927596,13.963362270211137,0.7621731724923332,,,,,,,30.921918869018555,12485200.0,8565377.34990631
2005-10-06 00:00:00-04:00,21.305955097010806,21.683051281408005,21.117406105743985,21.287099838256836,1614200,0.0,0.0,,,,,,,,,,,,,17.62078180328188,,0.08,0,,,,19.579526264834694,20.636608505249022,21.69369074566335,10.24472834424759,0.8076824622239662,,,,,,,31.4404296875,14099400.0,7919698.376186371
2005-10-07 00:00:00-04:00,20.97599982743446,21.305959734909113,20.551765403804648,20.881725311279297,753400,0.0,0.0,,,,,,,,,,,,,17.94576336153197,,0.08,0,,,,20.195750469893753,20.851554107666015,21.507357745438277,6.290213519683484,0.5230032298355132,,,,,19.844706112011927,,31.817527770996094,13346000.0,7825523.151655991
2005-10-10 00:00:00-04:00,21.00428306341194,21.013710694994504,20.8345892911995,20.938289642333984,538700,0.0,0.0,,,,,,,,,,,,20.157697105407713,18.244746395122053,,0.08,0,,,,20.680701227209227,20.9854248046875,21.290148382165775,2.904144951215934,0.422659147769954,20.868604553329362,,,,19.891844276341246,,31.94007110595703,13884700.0,7910571.938485272
